date,session_key,stop_duration,meeting_key,driver_number,lap_number,lane_duration,pit_duration
2024-02-21T08:08:05.716000+00:00,9462,,1228,77,13,875.8,875.8
2024-02-21T08:11:40.708000+00:00,9462,,1228,81,8,598.6,598.6
2024-02-21T08:11:56.358000+00:00,9462,,1228,14,21,568.5,568.5
2024-02-21T08:12:48.074000+00:00,9462,,1228,31,15,997.5,997.5
2024-02-21T08:24:10.099000+00:00,9462,,1228,77,22,38.3,38.3
2024-02-21T08:24:17.486000+00:00,9462,,1228,23,16,778.5,778.5
2024-02-21T08:26:51.854000+00:00,9462,,1228,20,20,1331.9,1331.9
2024-02-21T08:31:30.466000+00:00,9462,,1228,14,26,566.6,566.6
2024-02-21T08:34:27.598000+00:00,9462,,1228,1,23,1306.0,1306.0
2024-02-21T08:36:42.259000+00:00,9462,,1228,81,10,1290.3,1290.3
2024-02-21T08:37:35.803000+00:00,9462,,1228,23,23,22.2,22.2
2024-02-21T08:40:38.664000+00:00,9462,,1228,22,26,1320.6,1320.6
2024-02-21T08:47:16.687000+00:00,9462,,1228,1,29,37.4,37.4
2024-02-21T08:47:21.780000+00:00,9462,,1228,22,29,33.3,33.3
2024-02-21T08:47:34.408000+00:00,9462,,1228,16,17,2683.8,2683.8
2024-02-21T08:49:08.550000+00:00,9462,,1228,14,31,433.7,433.7
2024-02-21T08:51:37.781000+00:00,9462,,1228,22,31,21.5,21.5
2024-02-21T08:54:18.988000+00:00,9462,,1228,77,23,1681.1,1681.1
2024-02-21T08:56:46.803000+00:00,9462,,1228,23,24,1023.5,1023.5
2024-02-21T08:58:25.982000+00:00,9462,,1228,16,22,31.1,31.1
2024-02-21T09:05:44.861000+00:00,9462,,1228,31,24,2086.6,2086.6
2024-02-21T09:07:09.089000+00:00,9462,,1228,81,18,882.2,882.2
2024-02-21T09:08:41.574000+00:00,9462,,1228,23,30,22.0,22.0
2024-02-21T09:08:52.998000+00:00,9462,,1228,77,31,36.3,36.3
2024-02-21T09:10:58.773000+00:00,9462,,1228,14,33,1113.2,1113.2
2024-02-21T09:16:26.995000+00:00,9462,,1228,16,25,729.3,729.3
2024-02-21T09:25:23.119000+00:00,9462,,1228,81,21,747.9,747.9
2024-02-21T09:25:46.208000+00:00,9462,,1228,77,32,892.1,892.1
2024-02-21T09:28:10.757000+00:00,9462,,1228,1,38,1555.6,1555.6
2024-02-21T09:28:20.246000+00:00,9462,,1228,14,39,417.8,417.8
2024-02-21T09:31:55.762000+00:00,9462,,1228,81,24,26.8,26.8
2024-02-21T09:33:25.990000+00:00,9462,,1228,31,34,514.4,514.4
2024-02-21T09:38:57.117000+00:00,9462,,1228,1,43,31.9,31.9
2024-02-21T09:39:56.731000+00:00,9462,,1228,16,31,691.4,691.4
2024-02-21T09:41:06.088000+00:00,9462,,1228,22,39,2168.4,2168.4
2024-02-21T09:41:54.050000+00:00,9462,,1228,81,26,356.1,356.1
2024-02-21T09:42:58.444000+00:00,9462,,1228,77,37,495.6,495.6
2024-02-21T09:43:31.631000+00:00,9462,,1228,23,37,1356.8,1356.8
2024-02-21T09:44:29.346000+00:00,9462,,1228,63,20,5376.0,5376.0
2024-02-21T09:47:37.991000+00:00,9462,,1228,22,42,32.3,32.3
2024-02-21T09:53:51.052000+00:00,9462,,1228,22,45,22.6,22.6
2024-02-21T09:55:46.968000+00:00,9462,,1228,20,33,4026.7,4026.7
2024-02-21T10:02:12.855000+00:00,9462,,1228,77,42,608.0,608.0
2024-02-21T10:02:25.923000+00:00,9462,,1228,63,25,544.7,544.7
2024-02-21T10:07:59.218000+00:00,9462,,1228,14,56,639.8,639.8
2024-02-21T10:08:40.619000+00:00,9462,,1228,63,28,29.0,29.0
2024-02-21T10:10:42.538000+00:00,9462,,1228,16,42,712.3,712.3
2024-02-21T10:10:57.062000+00:00,9462,,1228,31,43,1111.5,1111.5
2024-02-21T10:14:19.051000+00:00,9462,,1228,81,36,866.1,866.1
2024-02-21T10:28:34.006000+00:00,9462,,1228,1,52,2073.8,2073.8
2024-02-21T10:30:34.500000+00:00,9462,,1228,31,49,535.8,535.8
2024-02-21T10:32:58.429000+00:00,9462,,1228,20,49,610.5,610.5
2024-02-21T10:35:21.892000+00:00,9462,,1228,1,55,31.0,31.0
2024-02-21T10:35:29.154000+00:00,9462,,1228,23,39,2849.9,2849.9
2024-02-21T10:37:55.499000+00:00,9462,,1228,22,53,1843.9,1843.9
2024-02-21T10:41:48.415000+00:00,9462,,1228,77,56,937.3,937.3
2024-02-21T10:41:57.965000+00:00,9462,,1228,16,53,723.3,723.3
2024-02-21T10:42:02.700000+00:00,9462,,1228,1,58,41.6,41.6
2024-02-21T10:42:33.304000+00:00,9462,,1228,22,54,137.8,137.8
2024-02-21T10:42:40.477000+00:00,9462,,1228,81,46,595.3,595.3
2024-02-21T10:46:33.118000+00:00,9462,,1228,63,39,1154.4,1154.4
2024-02-21T10:47:34.515000+00:00,9462,,1228,14,73,627.7,627.7
2024-02-21T10:48:39.407000+00:00,9462,,1228,22,57,35.3,35.3
2024-02-21T10:49:13.597000+00:00,9462,,1228,31,55,480.4,480.4
2024-02-21T10:52:31.798000+00:00,9462,,1228,63,42,28.5,28.5
2024-02-21T12:08:13.771000+00:00,9462,,1228,55,1,,
2024-02-21T12:28:38.814000+00:00,9462,,1228,63,49,4973.0,4973.0
2024-02-21T12:29:48.453000+00:00,9462,,1228,55,6,763.2,763.2
2024-02-21T12:31:51.974000+00:00,9462,,1228,10,1,,
2024-02-21T12:34:17.363000+00:00,9462,,1228,1,67,5835.6,5835.6
2024-02-21T12:36:11.206000+00:00,9462,,1228,55,9,35.6,35.6
2024-02-21T12:44:00.680000+00:00,9462,,1228,1,72,32.6,32.6
2024-02-21T12:45:31.314000+00:00,9462,,1228,27,1,,
2024-02-21T12:46:17.803000+00:00,9462,,1228,3,1,,
2024-02-21T12:47:33.822000+00:00,9462,,1228,10,4,624.4,624.4
2024-02-21T12:50:53.587000+00:00,9462,,1228,10,5,60.6,60.6
2024-02-21T12:51:15.097000+00:00,9462,,1228,63,54,817.5,817.5
2024-02-21T12:53:17.671000+00:00,9462,,1228,4,1,,
2024-02-21T12:54:46.033000+00:00,9462,,1228,24,1,,
2024-02-21T12:54:51.466000+00:00,9462,,1228,55,14,520.6,520.6
2024-02-21T12:56:42.886000+00:00,9462,,1228,10,8,30.4,30.4
2024-02-21T13:01:26.309000+00:00,9462,,1228,18,1,,
2024-02-21T13:01:28.427000+00:00,9462,,1228,4,5,27.9,27.9
2024-02-21T13:03:42.743000+00:00,9462,,1228,4,6,26.9,26.9
2024-02-21T13:05:19.606000+00:00,9462,,1228,55,19,33.6,33.6
2024-02-21T13:05:50.635000+00:00,9462,,1228,4,7,26.8,26.8
2024-02-21T13:11:17.120000+00:00,9462,,1228,63,59,674.0,674.0
2024-02-21T13:11:59.253000+00:00,9462,,1228,10,11,596.8,596.8
2024-02-21T13:13:11.560000+00:00,9462,,1228,24,5,682.7,682.7
2024-02-21T13:17:29.457000+00:00,9462,,1228,2,1,,
2024-02-21T13:17:59.045000+00:00,9462,,1228,10,14,32.1,32.1
2024-02-21T13:20:37.384000+00:00,9462,,1228,18,3,933.9,933.9
2024-02-21T13:20:45.272000+00:00,9462,,1228,4,8,790.1,790.1
2024-02-21T13:21:52.213000+00:00,9462,,1228,55,22,662.8,662.8
2024-02-21T13:22:08.254000+00:00,9462,,1228,3,4,1800.0,1800.0
2024-02-21T13:22:49.252000+00:00,9462,,1228,1,81,1430.9,1430.9
2024-02-21T13:30:57.921000+00:00,9462,,1228,2,3,573.0,573.0
2024-02-21T13:32:05.895000+00:00,9462,,1228,63,64,704.3,704.3
2024-02-21T13:32:12.853000+00:00,9462,,1228,10,17,543.4,543.4
2024-02-21T13:32:20.042000+00:00,9462,,1228,3,9,34.2,34.2
2024-02-21T13:32:33.878000+00:00,9462,,1228,55,27,53.8,53.8
2024-02-21T13:32:36.727000+00:00,9462,,1228,1,86,38.4,38.4
2024-02-21T13:38:21.824000+00:00,9462,,1228,10,20,28.2,28.2
2024-02-21T13:40:36.664000+00:00,9462,,1228,2,8,31.4,31.4
2024-02-21T13:40:59.258000+00:00,9462,,1228,24,11,958.0,958.0
2024-02-21T13:42:04.260000+00:00,9462,,1228,4,14,582.6,582.6
2024-02-21T13:42:56.298000+00:00,9462,,1228,27,21,1445.5,1445.5
2024-02-21T13:52:05.026000+00:00,9462,,1228,55,30,861.2,861.2
2024-02-21T13:52:34.730000+00:00,9462,,1228,3,12,907.6,907.6
2024-02-21T13:55:30.021000+00:00,9462,,1228,4,17,469.5,469.5
2024-02-21T13:56:38.197000+00:00,9462,,1228,55,32,27.2,27.2
2024-02-21T14:00:02.817000+00:00,9462,,1228,1,95,758.0,758.0
2024-02-21T14:02:29.013000+00:00,9462,,1228,63,65,1700.9,1700.9
2024-02-21T14:02:50.256000+00:00,9462,,1228,55,35,30.9,30.9
2024-02-21T14:05:50.992000+00:00,9462,,1228,63,66,23.1,23.1
2024-02-21T14:06:37.258000+00:00,9462,,1228,10,23,1385.5,1385.5
2024-02-21T14:08:36.571000+00:00,9462,,1228,24,16,1102.6,1102.6
2024-02-21T14:08:51.099000+00:00,9462,,1228,18,11,2072.1,2072.1
2024-02-21T14:09:08.875000+00:00,9462,,1228,2,15,1003.9,1003.9
2024-02-21T14:12:17.279000+00:00,9462,,1228,1,101,30.7,30.7
2024-02-21T14:12:32.632000+00:00,9462,,1228,10,26,29.0,29.0
2024-02-21T14:18:56.920000+00:00,9462,,1228,3,17,1029.9,1029.9
2024-02-21T14:19:31.650000+00:00,9462,,1228,4,24,734.7,734.7
2024-02-21T14:23:56.016000+00:00,9462,,1228,2,17,617.8,617.8
2024-02-21T14:27:00.491000+00:00,9462,,1228,27,36,1155.2,1155.2
2024-02-21T14:30:00.498000+00:00,9462,,1228,2,20,19.0,19.0
2024-02-21T14:35:01.394000+00:00,9462,,1228,24,25,668.3,668.3
2024-02-21T14:39:18.863000+00:00,9462,,1228,10,29,1284.3,1284.3
2024-02-21T14:39:22.689000+00:00,9462,,1228,18,19,1001.3,1001.3
2024-02-21T14:43:21.075000+00:00,9462,,1228,55,38,2095.9,2095.9
2024-02-21T14:47:10.512000+00:00,9462,,1228,1,110,1211.3,1211.3
2024-02-21T14:51:53.074000+00:00,9462,,1228,4,39,458.5,458.5
2024-02-21T14:53:08.672000+00:00,9462,,1228,63,85,891.1,891.1
2024-02-21T14:59:46.171000+00:00,9462,,1228,1,116,30.6,30.6
2024-02-21T15:02:11.475000+00:00,9462,,1228,3,28,1473.5,1473.5
2024-02-21T15:02:39.192000+00:00,9462,,1228,27,51,653.2,653.2
2024-02-21T15:02:57.848000+00:00,9462,,1228,24,35,666.4,666.4
2024-02-21T15:05:06.852000+00:00,9462,,1228,10,40,460.5,460.5
2024-02-21T15:09:13.912000+00:00,9462,,1228,18,27,929.5,929.5
2024-02-21T15:11:23.110000+00:00,9462,,1228,10,43,29.7,29.7
2024-02-21T15:14:00.032000+00:00,9462,,1228,55,49,735.9,735.9
2024-02-21T15:19:23.666000+00:00,9462,,1228,4,51,456.6,456.6
2024-02-21T15:23:54.522000+00:00,9462,,1228,3,33,773.7,773.7
2024-02-21T15:25:45.651000+00:00,9462,,1228,10,46,536.1,536.1
2024-02-21T15:30:04.252000+00:00,9462,,1228,1,125,938.7,938.7
2024-02-21T15:30:43.047000+00:00,9462,,1228,63,102,587.2,587.2
2024-02-21T15:30:51.685000+00:00,9462,,1228,18,35,450.1,450.1
2024-02-21T15:33:19.151000+00:00,9462,,1228,3,38,22.5,22.5
2024-02-21T15:37:36.577000+00:00,9462,,1228,24,48,759.5,759.5
2024-02-21T15:37:45.866000+00:00,9462,,1228,27,67,534.3,534.3
2024-02-21T15:39:00.892000+00:00,9462,,1228,3,39,222.7,222.7
2024-02-21T15:42:04.963000+00:00,9462,,1228,1,131,30.8,30.8
2024-02-21T15:43:01.572000+00:00,9462,,1228,3,41,25.1,25.1
2024-02-21T15:45:01.060000+00:00,9462,,1228,3,42,24.4,24.4
2024-02-21T15:45:24.665000+00:00,9462,,1228,10,52,508.1,508.1
2024-02-21T15:45:57.976000+00:00,9462,,1228,4,63,409.2,409.2
2024-02-21T15:45:59.787000+00:00,9462,,1228,55,60,824.4,824.4
2024-02-21T15:48:50.118000+00:00,9462,,1228,3,44,37.4,37.4
2024-02-21T15:51:11.363000+00:00,9462,,1228,10,55,24.9,24.9
2024-02-21T15:53:20.394000+00:00,9462,,1228,10,56,26.2,26.2
2024-02-21T15:54:03.206000+00:00,9462,,1228,3,47,24.4,24.4
2024-02-21T15:55:31.219000+00:00,9462,,1228,10,57,33.7,33.7
2024-02-21T15:57:11.035000+00:00,9462,,1228,1,140,34.0,34.0
2024-02-21T15:57:34.808000+00:00,9462,,1228,3,49,24.3,24.3
2024-02-21T15:59:12.483000+00:00,9462,,1228,10,59,32.0,32.0
2024-02-22T07:00:03.727000+00:00,9463,,1228,14,1,,
2024-02-22T07:00:06.713000+00:00,9463,,1228,11,1,,
2024-02-22T07:00:11.350000+00:00,9463,,1228,44,1,,
2024-02-22T07:00:15.917000+00:00,9463,,1228,81,1,,
2024-02-22T07:00:24.798000+00:00,9463,,1228,2,1,,
2024-02-22T07:01:18.534000+00:00,9463,,1228,27,1,,
2024-02-22T07:01:26.644000+00:00,9463,,1228,10,1,,
2024-02-22T07:01:35.703000+00:00,9463,,1228,16,1,,
2024-02-22T07:02:35.998000+00:00,9463,,1228,24,1,,
2024-02-22T07:02:57.890000+00:00,9463,,1228,81,2,29.1,29.1
2024-02-22T07:09:38.499000+00:00,9463,,1228,44,6,29.9,29.9
2024-02-22T07:10:54.033000+00:00,9463,,1228,2,3,415.3,415.3
2024-02-22T07:11:42.436000+00:00,9463,,1228,22,1,,
2024-02-22T07:13:08.836000+00:00,9463,,1228,10,2,565.9,565.9
2024-02-22T07:16:29.956000+00:00,9463,,1228,81,3,691.0,691.0
2024-02-22T07:17:14.784000+00:00,9463,,1228,24,3,654.7,654.7
2024-02-22T07:17:53.502000+00:00,9463,,1228,22,4,35.9,35.9
2024-02-22T07:20:52.335000+00:00,9463,,1228,16,6,635.0,635.0
2024-02-22T07:20:57.099000+00:00,9463,,1228,2,8,37.8,37.8
2024-02-22T07:23:54.694000+00:00,9463,,1228,22,7,33.8,33.8
2024-02-22T07:26:43.902000+00:00,9463,,1228,27,6,989.7,989.7
2024-02-22T07:26:51.392000+00:00,9463,,1228,10,3,686.4,686.4
2024-02-22T07:27:08.766000+00:00,9463,,1228,24,8,26.5,26.5
2024-02-22T07:27:27.977000+00:00,9463,,1228,16,9,29.4,29.4
2024-02-22T07:28:04.910000+00:00,9463,,1228,14,3,1423.7,1423.7
2024-02-22T07:31:01.577000+00:00,9463,,1228,81,4,749.0,749.0
2024-02-22T07:31:43.527000+00:00,9463,,1228,44,9,1014.0,1014.0
2024-02-22T07:33:59.153000+00:00,9463,,1228,2,11,452.1,452.1
2024-02-22T07:38:43.055000+00:00,9463,,1228,24,9,577.0,577.0
2024-02-22T07:39:15.606000+00:00,9463,,1228,11,4,2045.4,2045.4
2024-02-22T07:40:11.348000+00:00,9463,,1228,2,14,29.1,29.1
2024-02-22T07:42:37.440000+00:00,9463,,1228,81,6,484.1,484.1
2024-02-22T07:45:21.106000+00:00,9463,,1228,16,12,734.3,734.3
2024-02-22T07:50:48.950000+00:00,9463,,1228,2,16,418.1,418.1
2024-02-22T07:51:49.586000+00:00,9463,,1228,16,15,27.2,27.2
2024-02-22T07:52:11.685000+00:00,9463,,1228,27,10,1117.1,1117.1
2024-02-22T07:52:36.853000+00:00,9463,,1228,11,6,601.0,601.0
2024-02-22T07:57:44.190000+00:00,9463,,1228,10,12,750.6,750.6
2024-02-22T07:58:19.398000+00:00,9463,,1228,81,9,597.9,597.9
2024-02-22T08:01:39.134000+00:00,9463,,1228,11,8,343.3,343.3
2024-02-22T08:02:25.376000+00:00,9463,,1228,22,10,1974.8,1974.8
2024-02-22T08:02:40.115000+00:00,9463,,1228,2,19,382.1,382.1
2024-02-22T08:02:43.377000+00:00,9463,,1228,14,5,1833.8,1833.8
2024-02-22T08:03:38.854000+00:00,9463,,1228,24,23,26.0,26.0
2024-02-22T08:04:32.406000+00:00,9463,,1228,10,15,34.5,34.5
2024-02-22T08:09:43.128000+00:00,9463,,1228,16,18,729.0,729.0
2024-02-22T08:12:54.004000+00:00,9463,,1228,14,10,30.7,30.7
2024-02-22T08:14:19.404000+00:00,9463,,1228,11,10,562.8,562.8
2024-02-22T08:16:04.264000+00:00,9463,,1228,16,21,33.3,33.3
2024-02-22T08:16:56.443000+00:00,9463,,1228,2,23,401.4,401.4
2024-02-22T08:20:21.264000+00:00,9463,,1228,44,14,2398.7,2398.7
2024-02-22T08:21:29.659000+00:00,9463,,1228,10,18,690.5,690.5
2024-02-22T08:22:59.229000+00:00,9463,,1228,11,12,317.9,317.9
2024-02-22T08:26:18.934000+00:00,9463,,1228,81,12,1339.9,1339.9
2024-02-22T08:26:27.020000+00:00,9463,,1228,44,17,30.2,30.2
2024-02-22T08:32:42.786000+00:00,9463,,1228,24,24,1623.5,1623.5
2024-02-22T08:33:49.082000+00:00,9463,,1228,2,26,691.2,691.2
2024-02-22T08:35:17.410000+00:00,9463,,1228,11,14,541.5,541.5
2024-02-22T08:35:18.545000+00:00,9463,,1228,16,24,799.8,799.8
2024-02-22T08:39:56.832000+00:00,9463,,1228,2,29,19.0,19.0
2024-02-22T08:41:44.290000+00:00,9463,,1228,16,27,20.1,20.1
2024-02-22T08:44:19.707000+00:00,9463,,1228,14,15,1397.6,1397.6
2024-02-22T08:45:21.278000+00:00,9463,,1228,22,20,1561.2,1561.2
2024-02-22T08:47:53.887000+00:00,9463,,1228,22,21,22.3,22.3
2024-02-22T08:53:08.023000+00:00,9463,,1228,11,16,870.8,870.8
2024-02-22T08:53:13.560000+00:00,9463,,1228,10,25,1105.5,1105.5
2024-02-22T08:54:49.178000+00:00,9463,,1228,14,20,31.4,31.4
2024-02-22T08:57:58.198000+00:00,9463,,1228,24,38,26.2,26.2
2024-02-22T09:00:22.570000+00:00,9463,,1228,44,28,919.4,919.4
2024-02-22T09:01:27.853000+00:00,9463,,1228,81,24,893.9,893.9
2024-02-22T09:05:21.216000+00:00,9463,,1228,27,22,3187.9,3187.9
2024-02-22T09:06:48.378000+00:00,9463,,1228,44,31,34.0,34.0
2024-02-22T09:09:17.026000+00:00,9463,,1228,14,25,370.8,370.8
2024-02-22T09:11:02.233000+00:00,9463,,1228,16,30,1392.4,1392.4
2024-02-22T09:16:49.785000+00:00,9463,,1228,22,38,30.7,30.7
2024-02-22T09:18:58.386000+00:00,9463,,1228,10,32,756.8,756.8
2024-02-22T09:19:28.374000+00:00,9463,,1228,14,30,32.6,32.6
2024-02-22T11:00:30.010000+00:00,9463,,1228,16,37,7960.0,7960.0
2024-02-22T11:03:45.811000+00:00,9463,,1228,11,21,7178.7,7178.7
2024-02-22T11:06:40.019000+00:00,9463,,1228,11,22,26.4,26.4
2024-02-22T11:09:33.035000+00:00,9463,,1228,31,1,,
2024-02-22T11:09:56.351000+00:00,9463,,1228,44,40,7422.1,7422.1
2024-02-22T11:10:03.566000+00:00,9463,,1228,2,31,8778.5,8778.5
2024-02-22T11:12:12.874000+00:00,9463,,1228,31,2,34.3,34.3
2024-02-22T11:14:25.424000+00:00,9463,,1228,4,1,,
2024-02-22T11:14:53.854000+00:00,9463,,1228,2,33,35.9,35.9
2024-02-22T11:16:36.977000+00:00,9463,,1228,44,43,32.4,32.4
2024-02-22T11:20:42.037000+00:00,9463,,1228,20,1,,
2024-02-22T11:21:33.586000+00:00,9463,,1228,77,1,,
2024-02-22T11:22:15.349000+00:00,9463,,1228,31,3,468.1,468.1
2024-02-22T11:22:23.042000+00:00,9463,,1228,3,1,,
2024-02-22T11:24:25.478000+00:00,9463,,1228,2,35,332.8,332.8
2024-02-22T11:28:51.614000+00:00,9463,,1228,3,4,35.2,35.2
2024-02-22T11:29:10.126000+00:00,9463,,1228,4,5,420.5,420.5
2024-02-22T11:30:42.463000+00:00,9463,,1228,2,38,29.4,29.4
2024-02-22T11:31:43.627000+00:00,9463,,1228,18,1,,
2024-02-22T11:32:26.667000+00:00,9463,,1228,11,37,30.1,30.1
2024-02-22T11:37:00.896000+00:00,9463,,1228,2,41,29.3,29.3
2024-02-22T11:49:14.655000+00:00,9463,,1228,3,7,866.0,866.0
2024-02-22T11:49:39.853000+00:00,9463,,1228,31,13,615.4,615.4
2024-02-22T11:50:57.855000+00:00,9463,,1228,18,3,933.6,933.6
2024-02-22T11:51:52.899000+00:00,9463,,1228,77,12,744.6,744.6
2024-02-22T11:55:46.574000+00:00,9463,,1228,3,10,34.2,34.2
2024-02-22T11:59:38.225000+00:00,9463,,1228,2,44,1017.0,1017.0
2024-02-22T12:00:57.768000+00:00,9463,,1228,18,8,29.8,29.8
2024-02-22T12:03:39.652000+00:00,9463,,1228,44,54,1714.9,1714.9
2024-02-22T12:03:50.831000+00:00,9463,,1228,20,15,1195.9,1195.9
2024-02-22T12:05:45.717000+00:00,9463,,1228,11,57,29.7,29.7
2024-02-22T12:09:38.527000+00:00,9463,,1228,55,1,,
2024-02-22T12:09:54.756000+00:00,9463,,1228,44,57,30.6,30.6
2024-02-22T12:16:14.227000+00:00,9463,,1228,55,4,29.1,29.1
2024-02-22T12:16:26.937000+00:00,9463,,1228,31,23,571.2,571.2
2024-02-22T12:17:26.778000+00:00,9463,,1228,18,11,672.0,672.0
2024-02-22T12:18:01.469000+00:00,9463,,1228,3,19,427.2,427.2
2024-02-22T12:22:01.263000+00:00,9463,,1228,4,9,2720.7,2720.7
2024-02-22T12:24:14.767000+00:00,9463,,1228,77,23,865.2,865.2
2024-02-22T12:24:23.304000+00:00,9463,,1228,4,10,26.0,26.0
2024-02-22T12:30:27.851000+00:00,9463,,1228,4,11,259.3,259.3
2024-02-22T12:30:51.028000+00:00,9463,,1228,55,7,541.3,541.3
2024-02-22T12:32:42.021000+00:00,9463,,1228,4,12,26.0,26.0
2024-02-22T12:33:57.121000+00:00,9463,,1228,18,16,431.3,431.3
2024-02-22T12:35:59.770000+00:00,9463,,1228,77,28,153.2,153.2
2024-02-22T12:38:28.068000+00:00,9463,,1228,4,13,236.6,236.6
2024-02-22T12:41:55.485000+00:00,9463,,1228,31,27,1065.0,1065.0
2024-02-22T12:43:42.368000+00:00,9463,,1228,4,14,211.1,211.1
2024-02-22T12:43:50.010000+00:00,9463,,1228,18,21,30.2,30.2
2024-02-22T12:48:15.316000+00:00,9463,,1228,44,68,1196.4,1196.4
2024-02-22T12:51:00.831000+00:00,9463,,1228,55,12,640.9,640.9
2024-02-22T12:53:37.813000+00:00,9463,,1228,2,49,2679.7,2679.7
2024-02-22T12:56:17.941000+00:00,9463,,1228,44,72,28.9,28.9
2024-02-22T12:56:28.044000+00:00,9463,,1228,2,50,26.4,26.4
2024-02-22T12:57:23.828000+00:00,9463,,1228,4,18,332.3,332.3
2024-02-22T13:01:04.389000+00:00,9463,,1228,18,24,724.9,724.9
2024-02-22T13:05:54.211000+00:00,9463,,1228,55,17,322.6,322.6
2024-02-22T13:08:21.475000+00:00,9463,,1228,31,31,1101.1,1101.1
2024-02-22T13:13:20.138000+00:00,9463,,1228,77,31,1898.3,1898.3
2024-02-22T13:14:57.898000+00:00,9463,,1228,31,34,34.3,34.3
2024-02-22T13:15:41.355000+00:00,9463,,1228,11,80,1948.8,1948.8
2024-02-22T13:19:55.174000+00:00,9463,,1228,55,20,491.4,491.4
2024-02-22T13:20:10.334000+00:00,9463,,1228,4,22,881.0,881.0
2024-02-22T13:21:03.723000+00:00,9463,,1228,20,33,2836.2,2836.2
2024-02-22T13:25:41.007000+00:00,9463,,1228,11,81,357.3,357.3
2024-02-22T13:29:34.140000+00:00,9463,,1228,2,59,1078.0,1078.0
2024-02-22T13:31:27.741000+00:00,9463,,1228,3,35,2823.8,2823.8
2024-02-22T13:31:45.942000+00:00,9463,,1228,18,27,1529.6,1529.6
2024-02-22T13:31:57.181000+00:00,9463,,1228,11,84,34.6,34.6
2024-02-22T13:32:11.865000+00:00,9463,,1228,2,60,27.8,27.8
2024-02-22T13:36:00.361000+00:00,9463,,1228,31,39,676.8,676.8
2024-02-22T13:36:09.458000+00:00,9463,,1228,20,38,408.2,408.2
2024-02-22T13:36:13.106000+00:00,9463,,1228,55,23,641.5,641.5
2024-02-22T13:36:35.398000+00:00,9463,,1228,44,83,1316.0,1316.0
2024-02-22T13:38:13.829000+00:00,9463,,1228,11,87,34.6,34.6
2024-02-22T13:43:57.828000+00:00,9463,,1228,4,25,1106.1,1106.1
2024-02-22T13:53:55.817000+00:00,9463,,1228,77,32,2326.5,2326.5
2024-02-22T13:56:28.099000+00:00,9463,,1228,77,33,22.4,22.4
2024-02-22T14:00:12.813000+00:00,9463,,1228,31,46,622.2,622.2
2024-02-22T14:02:34.841000+00:00,9463,,1228,2,78,25.4,25.4
2024-02-22T14:05:05.279000+00:00,9463,,1228,3,51,397.5,397.5
2024-02-22T14:08:34.894000+00:00,9463,,1228,4,28,1161.0,1161.0
2024-02-22T14:09:53.183000+00:00,9463,,1228,11,95,1115.3,1115.3
2024-02-22T14:11:20.392000+00:00,9463,,1228,4,29,22.5,22.5
2024-02-22T14:12:19.773000+00:00,9463,,1228,18,47,437.1,437.1
2024-02-22T14:14:26.156000+00:00,9463,,1228,55,26,1957.4,1957.4
2024-02-22T14:16:06.098000+00:00,9463,,1228,11,98,34.5,34.5
2024-02-22T14:17:03.324000+00:00,9463,,1228,55,27,22.5,22.5
2024-02-22T14:22:24.948000+00:00,9463,,1228,11,101,33.6,33.6
2024-02-22T14:22:43.659000+00:00,9463,,1228,44,99,1174.7,1174.7
2024-02-22T14:25:57.895000+00:00,9463,,1228,77,50,26.7,26.7
2024-02-22T14:27:50.989000+00:00,9463,,1228,31,51,1076.3,1076.3
2024-02-22T14:32:23.966000+00:00,9463,,1228,2,96,25.2,25.2
2024-02-22T14:36:32.080000+00:00,9463,,1228,20,55,1937.0,1937.0
2024-02-22T14:45:45.891000+00:00,9463,,1228,55,44,24.5,24.5
2024-02-22T14:47:42.164000+00:00,9463,,1228,3,67,986.8,986.8
2024-02-22T14:50:45.711000+00:00,9463,,1228,31,56,768.3,768.3
2024-02-22T14:57:03.621000+00:00,9463,,1228,18,67,692.8,692.8
2024-02-22T14:57:22.853000+00:00,9463,,1228,77,69,26.2,26.2
2024-02-22T14:59:42.190000+00:00,9463,,1228,11,109,1452.8,1452.8
2024-02-22T15:09:23.015000+00:00,9463,,1228,44,115,1203.6,1203.6
2024-02-22T15:09:31.921000+00:00,9463,,1228,31,62,409.2,409.2
2024-02-22T15:09:59.365000+00:00,9463,,1228,11,114,35.9,35.9
2024-02-22T15:13:51.271000+00:00,9463,,1228,3,72,1034.1,1034.1
2024-02-22T15:15:41.484000+00:00,9463,,1228,44,118,30.2,30.2
2024-02-22T15:18:37.375000+00:00,9463,,1228,55,64,24.4,24.4
2024-02-22T15:22:12.692000+00:00,9463,,1228,3,75,199.7,199.7
2024-02-22T15:27:17.680000+00:00,9463,,1228,20,76,976.7,976.7
2024-02-22T15:27:27.319000+00:00,9463,,1228,31,68,359.1,359.1
2024-02-22T15:31:28.651000+00:00,9463,,1228,4,38,3884.7,3884.7
2024-02-22T15:31:33.020000+00:00,9463,,1228,11,122,517.8,517.8
2024-02-22T15:34:12.581000+00:00,9463,,1228,3,78,417.2,417.2
2024-02-22T15:38:08.848000+00:00,9463,,1228,18,87,483.2,483.2
2024-02-22T15:40:30.566000+00:00,9463,,1228,31,71,444.9,444.9
2024-02-22T15:42:50.985000+00:00,9463,,1228,44,120,1387.7,1387.7
